LogSource,ClassificationType,ClassificationName
Flat File - Citrix Access Gateway NCSA Common Format,Ops/Error,Error
Flat File - Citrix Access Gateway NCSA Common Format,Ops/Information,Information
Flat File - Citrix Access Gateway NCSA Common Format,Security/Misuse,Misuse
Flat File - Citrix Access Gateway W3C Format,Audit/Authentication Failure,Authentication Failure
Flat File - Citrix Access Gateway W3C Format,Ops/Error,Error
Flat File - Citrix Access Gateway W3C Format,Ops/Information,Information
Flat File - Citrix Access Gateway W3C Format,Security/Misuse,Misuse
Flat File - Citrix Presentation Server,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - Citrix Secure Gateway,Audit/Other Audit Failure,Other Audit Failure
Flat File - Citrix Secure Gateway,Audit/Other Audit Success,Other Audit Success
Flat File - Citrix Secure Gateway,Ops/Error,Error
Flat File - Citrix Secure Gateway,Ops/Information,Information
Flat File - Citrix Secure Gateway,Ops/Network Traffic,Network Traffic
Flat File - Citrix Secure Gateway,Ops/Warning,Warning
Flat File - ClamAV Anti-Virus,Audit/Access Success,Access Success
Flat File - ClamAV Anti-Virus,Audit/Configuration,Configuration
Flat File - ClamAV Anti-Virus,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - ClamAV Anti-Virus,Ops/Error,Error
Flat File - ClamAV Anti-Virus,Ops/Information,Information
Flat File - ClamAV Anti-Virus,Ops/Other,Other Operations
Flat File - ClamAV Anti-Virus,Ops/Warning,Warning
Flat File - ClamAV Anti-Virus,Security/Activity,Activity
Flat File - ClamAV Anti-Virus,Security/Malware,Malware
Flat File - ClamAV Anti-Virus,Security/Misuse,Misuse
Flat File - ClamAV Anti-Virus,Security/Vulnerability,Vulnerability
Flat File - ColdFusion Application Log,Audit/Access Success,Access Success
Flat File - ColdFusion Application Log,Ops/Error,Error
Flat File - ColdFusion Exception Log,Audit/Access Failure,Access Failure
Flat File - ColdFusion Exception Log,Ops/Error,Error
Flat File - ColdFusion Mail Log,Ops/Error,Error
Flat File - ColdFusion Mail Log,Ops/Warning,Warning
Flat File - ColdFusion Mailsent Log,Audit/Access Success,Access Success
Flat File - ColdFusion Mailsent Log,Ops/Information,Information
Flat File - ColdFusion Server Log,Audit/Access Success,Access Success
Flat File - ColdFusion Server Log,Audit/Configuration,Configuration
Flat File - ColdFusion Server Log,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - ColdFusion Server Log,Ops/Error,Error
Flat File - ColdFusion Server Log,Ops/Information,Information
Flat File - ColdFusion Server Log,Ops/Warning,Warning
Flat File - Cornerstone Managed File Transfer,Audit/Authentication Success,Authentication Success
Flat File - Cornerstone Managed File Transfer,Audit/Other Audit Success,Other Audit Success
Flat File - Cornerstone Managed File Transfer,Ops/Error,Error
Flat File - Cornerstone Managed File Transfer,Ops/Information,Information
Flat File - Cornerstone Managed File Transfer,Ops/Network Traffic,Network Traffic
Flat File - Cornerstone Managed File Transfer,Security/Activity,Activity
Flat File - Coyote Point Equalizer,Audit/Authentication Success,Authentication Success
Flat File - Coyote Point Equalizer,Audit/Configuration,Configuration
Flat File - Coyote Point Equalizer,Audit/Policy,Policy
Flat File - Coyote Point Equalizer,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - Coyote Point Equalizer,Ops/Error,Error
Flat File - Coyote Point Equalizer,Ops/Information,Information
Flat File - Coyote Point Equalizer,Ops/Warning,Warning
Flat File - DB2 Audit Log,Audit/Access Failure,Access Failure
Flat File - DB2 Audit Log,Audit/Access Granted,Access Granted
Flat File - DB2 Audit Log,Audit/Access Revoked,Access Revoked
Flat File - DB2 Audit Log,Audit/Access Success,Access Success
Flat File - DB2 Audit Log,Audit/Authentication Failure,Authentication Failure
Flat File - DB2 Audit Log,Audit/Authentication Success,Authentication Success
Flat File - DB2 Audit Log,Audit/Configuration,Configuration
Flat File - DB2 Audit Log,Audit/Other,Other Audit
Flat File - DB2 Audit Log,Audit/Other Audit Failure,Other Audit Failure
Flat File - DB2 Audit Log,Audit/Other Audit Success,Other Audit Success
Flat File - DB2 Audit Log,Audit/Policy,Policy
Flat File - DB2 Audit Log,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - DB2 Audit Log,Ops/Error,Error
Flat File - DB2 Audit Log,Ops/Information,Information
Flat File - DB2 Audit Log,Ops/Warning,Warning
Flat File - DB2 via BMC Log Master,Audit/Access Success,Access Success
Flat File - DB2 via BMC Log Master,Ops/Information,Information
Flat File - Defender Server,Audit/Access Failure,Access Failure
Flat File - Defender Server,Audit/Access Revoked,Access Revoked
Flat File - Defender Server,Audit/Access Success,Access Success
Flat File - Defender Server,Audit/Authentication Failure,Authentication Failure
Flat File - Defender Server,Audit/Authentication Success,Authentication Success
Flat File - Defender Server,Audit/Other Audit Success,Other Audit Success
Flat File - Defender Server,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - Defender Server,Ops/Information,Information
Flat File - Defender Server,Ops/Network Traffic,Network Traffic
Flat File - Defender Server,Ops/Other,Other Operations
Flat File - Defender Server,Ops/Warning,Warning
Flat File - DocWorks,Audit/Access Success,Access Success
Flat File - DocWorks,Ops/Information,Information
Flat File - EMC Isilon,Audit/Access Success,Access Success
Flat File - EMC Isilon,Audit/Authentication Success,Authentication Success
Flat File - EMC Isilon,Audit/Other,Other Audit
Flat File - EMC Isilon,Audit/Other Audit Success,Other Audit Success
Flat File - EMC Isilon,Ops/Information,Information
Flat File - Epicor Coalition,Audit/Access Success,Access Success
Flat File - Epicor Coalition,Audit/Other,Other Audit
Flat File - Epicor Coalition,Audit/Other Audit Success,Other Audit Success
Flat File - Epicor Coalition,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - Epicor Coalition,Ops/Information,Information
Flat File - Epicor Coalition,Ops/Warning,Warning
Flat File - FairWarning Ready-For-Healthcare,Audit/Other,Other Audit
Flat File - FairWarning Ready-For-Healthcare,Ops/Information,Information
Flat File - FairWarning Ready-For-Healthcare,Security/Attack,Attack
Flat File - FairWarning Ready-For-Healthcare,Security/Other,Other Security
Flat File - FileZilla System Log,Audit/Other,Other Audit
Flat File - FileZilla System Log,Audit/Other Audit Success,Other Audit Success
Flat File - FileZilla System Log,Ops/Information,Information
Flat File - FileZilla System Log,Ops/Network Traffic,Network Traffic
Flat File - FileZilla System Log,Security/Activity,Activity
Flat File - FireEye Web MPS,Security/Malware,Malware
Flat File - FireEye Web MPS,Security/Misuse,Misuse
Flat File - Forcepoint Web Security CEF Cloud Format,Ops/Network Traffic,Network Traffic
Flat File - Forescout CounterACT,Audit/Configuration,Configuration
Flat File - Forescout CounterACT,Audit/Other,Other Audit
Flat File - Forescout CounterACT,Audit/Other Audit Success,Other Audit Success
Flat File - Forescout CounterACT,Ops/Error,Error
Flat File - Forescout CounterACT,Ops/Information,Information
Flat File - Forescout CounterACT,Ops/Network Allow,Network Allow
Flat File - Forescout CounterACT,Security/Vulnerability,Vulnerability
Flat File - FoxT BoKS Server Access Control,Audit/Other,Other Audit
Flat File - FoxT BoKS Server Access Control,Ops/Information,Information
Flat File - FoxT BoKS Server Access Control,Security/Activity,Activity
Flat File - FundsXpress,Audit/Authentication Success,Authentication Success
Flat File - Gene6 FTP,Audit/Access Success,Access Success
Flat File - Gene6 FTP,Audit/Authentication Failure,Authentication Failure
Flat File - Gene6 FTP,Audit/Authentication Success,Authentication Success
Flat File - Gene6 FTP,Audit/Other,Other Audit
Flat File - Gene6 FTP,Audit/Other Audit Success,Other Audit Success
Flat File - Gene6 FTP,Ops/Error,Error
Flat File - Gene6 FTP,Ops/Information,Information
Flat File - Gene6 FTP,Ops/Network Traffic,Network Traffic
Flat File - Gene6 FTP,Ops/Warning,Warning
Flat File - GlobalSCAPE EFT,Audit/Access Success,Access Success
Flat File - GlobalSCAPE EFT,Audit/Authentication Success,Authentication Success
Flat File - GlobalSCAPE EFT,Audit/Other Audit Success,Other Audit Success
Flat File - GlobalSCAPE EFT,Ops/Error,Error
Flat File - GlobalSCAPE EFT,Ops/Information,Information
Flat File - GlobalSCAPE EFT,Ops/Other,Other Operations
Flat File - GlobalSCAPE EFT,Ops/Warning,Warning
Flat File - Hadoop,Audit/Access Success,Access Success
Flat File - Hadoop,Audit/Configuration,Configuration
Flat File - Hadoop,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - Hadoop,Ops/Error,Error
Flat File - Hadoop,Ops/Information,Information
Flat File - Hadoop,Ops/Network Traffic,Network Traffic
Flat File - Hadoop,Ops/Warning,Warning
Flat File - HMC,Ops/Information,Information
Flat File - HMC,Security/Activity,Activity
Flat File - HP-UX Audit Log,Audit/Access Failure,Access Failure
Flat File - HP-UX Audit Log,Audit/Access Granted,Access Granted
Flat File - HP-UX Audit Log,Audit/Access Success,Access Success
Flat File - HP-UX Audit Log,Audit/Account Created,Account Created
Flat File - HP-UX Audit Log,Audit/Account Modified,Account Modified
Flat File - HP-UX Audit Log,Audit/Authentication Failure,Authentication Failure
Flat File - HP-UX Audit Log,Audit/Authentication Success,Authentication Success
Flat File - HP-UX Audit Log,Audit/Configuration,Configuration
Flat File - HP-UX Audit Log,Audit/Other,Other Audit
Flat File - HP-UX Audit Log,Audit/Other Audit Failure,Other Audit Failure
Flat File - HP-UX Audit Log,Audit/Other Audit Success,Other Audit Success
Flat File - HP-UX Audit Log,Audit/Policy,Policy
Flat File - HP-UX Audit Log,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - HP-UX Audit Log,Ops/Error,Error
Flat File - HP-UX Audit Log,Ops/Information,Information
Flat File - HP-UX Audit Log,Ops/Network Allow,Network Allow
Flat File - HP-UX Audit Log,Ops/Network Deny,Network Deny
Flat File - HP-UX Audit Log,Ops/Warning,Warning
Flat File - HP-UX Audit Log,Security/Suspicious,Suspicious
Flat File - IBM 4690 POS,Audit/Access Success,Access Success
Flat File - IBM 4690 POS,Audit/Authentication Success,Authentication Success
Flat File - IBM 4690 POS,Audit/Other Audit Success,Other Audit Success
Flat File - IBM 4690 POS,Ops/Information,Information
Flat File - IBM 4690 POS,Ops/Network Allow,Network Allow
Flat File - IBM Informix Application Log,Audit/Access Success,Access Success
Flat File - IBM Informix Application Log,Audit/Authentication Failure,Authentication Failure
Flat File - IBM Informix Application Log,Audit/Configuration,Configuration
Flat File - IBM Informix Application Log,Audit/Other Audit Success,Other Audit Success
Flat File - IBM Informix Application Log,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - IBM Informix Application Log,Ops/Error,Error
Flat File - IBM Informix Application Log,Ops/Information,Information
Flat File - IBM Informix Audit Log,Audit/Access Failure,Access Failure
Flat File - IBM Informix Audit Log,Audit/Access Granted,Access Granted
Flat File - IBM Informix Audit Log,Audit/Access Revoked,Access Revoked
Flat File - IBM Informix Audit Log,Audit/Access Success,Access Success
Flat File - IBM Informix Audit Log,Audit/Account Created,Account Created
Flat File - IBM Informix Audit Log,Audit/Account Modified,Account Modified
Flat File - IBM Informix Audit Log,Audit/Configuration,Configuration
Flat File - IBM Informix Audit Log,Audit/Other,Other Audit
Flat File - IBM Informix Audit Log,Audit/Other Audit Failure,Other Audit Failure
Flat File - IBM Informix Audit Log,Audit/Other Audit Success,Other Audit Success
Flat File - IBM Informix Audit Log,Audit/Policy,Policy
Flat File - IBM Informix Audit Log,Ops/Critical,Critical
Flat File - IBM Informix Audit Log,Ops/Error,Error
Flat File - IBM Informix Audit Log,Ops/Information,Information
Flat File - IBM Informix Audit Log,Ops/Warning,Warning
Flat File - IBM Tivoli Storage Manager,Audit/Access Success,Access Success
Flat File - IBM Tivoli Storage Manager,Audit/Other,Other Audit
Flat File - IBM Tivoli Storage Manager,Audit/Other Audit Success,Other Audit Success
Flat File - IBM Tivoli Storage Manager,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - IBM Tivoli Storage Manager,Ops/Error,Error
Flat File - IBM Tivoli Storage Manager,Ops/Information,Information
Flat File - IBM Tivoli Storage Manager,Ops/Other,Other Operations
Flat File - IBM Tivoli Storage Manager,Ops/Warning,Warning
Flat File - IBM WebSphere App Server v7 Audit Log,Audit/Access Failure,Access Failure
Flat File - IBM WebSphere App Server v7 Audit Log,Audit/Access Success,Access Success
Flat File - IBM WebSphere App Server v7 Audit Log,Audit/Account Modified,Account Modified
Flat File - IBM WebSphere App Server v7 Audit Log,Audit/Authentication Failure,Authentication Failure
Flat File - IBM WebSphere App Server v7 Audit Log,Audit/Authentication Success,Authentication Success
Flat File - IBM WebSphere App Server v7 Audit Log,Audit/Other,Other Audit
Flat File - IBM WebSphere App Server v7 Audit Log,Audit/Other Audit Failure,Other Audit Failure
Flat File - IBM WebSphere App Server v7 Audit Log,Audit/Other Audit Success,Other Audit Success
Flat File - IBM WebSphere App Server v7 Audit Log,Ops/Critical,Critical
Flat File - IBM WebSphere App Server v7 Audit Log,Ops/Error,Error
Flat File - IBM WebSphere App Server v7 Audit Log,Ops/Information,Information
Flat File - IBM WebSphere App Server v7 Audit Log,Ops/Warning,Warning
Flat File - IBM WebSphere App Server v7 Audit Log,Security/Activity,Activity
Flat File - IBM WebSphere Cast Iron Cloud Integration,Audit/Access Failure,Access Failure
Flat File - IBM WebSphere Cast Iron Cloud Integration,Audit/Access Success,Access Success
Flat File - IBM WebSphere Cast Iron Cloud Integration,Audit/Authentication Failure,Authentication Failure
Flat File - IBM WebSphere Cast Iron Cloud Integration,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - IBM WebSphere Cast Iron Cloud Integration,Ops/Error,Error
Flat File - IBM WebSphere Cast Iron Cloud Integration,Ops/Information,Information
Flat File - IBM WebSphere Cast Iron Cloud Integration,Ops/Warning,Warning
Flat File - IBM ZOS Batch Decryption Log,Audit/Other Audit Success,Other Audit Success
Flat File - IBM ZOS Batch Decryption Log,Ops/Error,Error
Flat File - IBM ZOS Batch Decryption Log,Ops/Information,Information
Flat File - IBM ZOS CICS Decryption Log,Audit/Other Audit Success,Other Audit Success
Flat File - IBM ZOS CICS Decryption Log,Ops/Error,Error
Flat File - IBM ZOS CICS Decryption Log,Ops/Information,Information
Flat File - IBM ZOS RACF Access Log,Audit/Access Failure,Access Failure
Flat File - IBM ZOS RACF Access Log,Audit/Access Success,Access Success
Flat File - IBM ZOS RACF Access Log,Audit/Authentication Success,Authentication Success
Flat File - IBM ZOS RACF SMF Type 80,Audit/Access Failure,Access Failure
Flat File - IBM ZOS RACF SMF Type 80,Audit/Access Granted,Access Granted
Flat File - IBM ZOS RACF SMF Type 80,Audit/Access Revoked,Access Revoked
Flat File - IBM ZOS RACF SMF Type 80,Audit/Access Success,Access Success
Flat File - IBM ZOS RACF SMF Type 80,Audit/Account Created,Account Created
Flat File - IBM ZOS RACF SMF Type 80,Audit/Account Deleted,Account Deleted
Flat File - IBM ZOS RACF SMF Type 80,Audit/Account Modified,Account Modified
Flat File - IBM ZOS RACF SMF Type 80,Audit/Authentication Failure,Authentication Failure
Flat File - IBM ZOS RACF SMF Type 80,Audit/Authentication Success,Authentication Success
Flat File - IBM ZOS RACF SMF Type 80,Audit/Configuration,Configuration
Flat File - IBM ZOS RACF SMF Type 80,Audit/Other,Other Audit
Flat File - IBM ZOS RACF SMF Type 80,Audit/Other Audit Success,Other Audit Success
Flat File - IBM ZOS RACF SMF Type 80,Audit/Policy,Policy
Flat File - IBM ZOS RACF SMF Type 80,Audit/Startup and Shutdown,Startup and Shutdown
Flat File - IBM ZOS RACF SMF Type 80,Ops/Error,Error
